110, 66, 7680865
 110, 67, 7681660
 110, 68, 7681692
 109, 71, 7681692
 106, 74, 7681707
 102, 79, 7681707
 96, 85, 7681723
 90, 92, 7681723
 82, 99, 7681738
 76, 106, 7681738
 68, 112, 7681754
 63, 117, 7681754
 60, 120, 7681770
 58, 121, 7681770
 58, 122, 7681785
 58, 121, 7681801
 61, 119, 7681801
 68, 114, 7681816
 75, 109, 7681816
 84, 104, 7681832
 93, 98, 7681832
 103, 92, 7681848
 112, 87, 7681848
 120, 81, 7681863
 127, 76, 7681863
 132, 71, 7681879
 135, 67, 7681879
 139, 64, 7681894
 141, 60, 7681894
 142, 58, 7681910
 143, 56, 7681910
 143, 53, 7681926
 143, 51, 7681926
 140, 49, 7681941
 136, 46, 7681941
 131, 43, 7681957
 123, 39, 7681957
 115, 35, 7681972
 106, 29, 7681972
 98, 24, 7681988
 90, 19, 7681988
 81, 14, 7682004
 73, 10, 7682019
 66, 4, 7682019
 60, 0, 7682035
 53, 0, 7682035
 51, 0, 7682050
 48, 0, 7682050
 51, 0, 7682082
 55, 0, 7682082
 59, 0, 7682097
 64, 0, 7682097
 69, 0, 7682113
 74, 0, 7682113
 81, 0, 7682128
 88, 0, 7682128
 97, 0, 7682144
 107, 0, 7682144
 117, 0, 7682160
 129, 0, 7682160
 144, 0, 7682175
 156, 0, 7682175
 169, 0, 7682191
 182, 0, 7682191
 193, 0, 7682206
 205, 0, 7682206
 215, 0, 7682222
 224, 0, 7682222
 231, 0, 7682238
 237, 0, 7682238
 242, 0, 7682253
 246, 0, 7682253
 248, 0, 7682269
 249, 0, 7682284
 250, 0, 7682331
 251, 0, 7682347
 254, 0, 7682362
 258, 0, 7682362
 264, 0, 7682378
 272, 0, 7682378
 282, 0, 7682394
 295, 0, 7682425
 357, 0, 7682425
 385, 0, 7682425
 409, 0, 7682440
 434, 0, 7682440
 460, 0, 7682456
 485, 0, 7682456
 507, 0, 7682472
 523, 0, 7682472
 535, 0, 7682487
 545, 0, 7682487
 553, 0, 7682503
 560, 0, 7682503
 565, 2, 7682518
 569, 6, 7682518
 570, 10, 7682534
 572, 16, 7682534
 575, 22, 7682550
 577, 29, 7682550
 580, 36, 7682565
 583, 45, 7682565
 585, 52, 7682581
 588, 59, 7682581
 590, 68, 7682596
 593, 78, 7682612
 597, 88, 7682612
 599, 97, 7682628
 602, 106, 7682628
 604, 113, 7682643
 606, 120, 7682643
 608, 129, 7682659
 609, 137, 7682659
 610, 144, 7682674
 611, 153, 7682674
 611, 162, 7682690
 613, 173, 7682690
 614, 185, 7682706
 615, 200, 7682706
 617, 216, 7682721
 621, 235, 7682721
 624, 253, 7682737
 628, 275, 7682737
 634, 300, 7682752
 639, 321, 7682752
 645, 343, 7682768
 651, 366, 7682768
 656, 388, 7682784
 664, 408, 7682784,O
 669, 427, 7682799,O
 676, 448, 7682799,O
 683, 465, 7682815
 688, 480, 7682815
 693, 492, 7682830
 697, 502, 7682830
 700, 511, 7682846
 702, 517, 7682846
 704, 521, 7682862
 706, 525, 7682862
 707, 526, 7682877
 707, 527, 7682940
 707, 528, 7682971
 707, 529, 7682986
 706, 529, 7683002
 705, 529, 7683018
 703, 528, 7683033
 702, 526, 7683033
 700, 523, 7683049
 698, 518, 7683049
 695, 512, 7683064
 692, 506, 7683064
 690, 499, 7683080
 688, 493, 7683080
 686, 487, 7683096
 684, 482, 7683096
 682, 478, 7683111
 682, 475, 7683111
 682, 472, 7683127
 681, 471, 7683127
 681, 470, 7683142
 681, 468, 7683142
 680, 468, 7683158
 680, 467, 7683158
 680, 466, 7683236
 681, 465, 7683252
 681, 464, 7683252
 681, 463, 7683267
 681, 461, 7683267
 682, 458, 7683283
 682, 456, 7683283
 682, 453, 7683298
 682, 449, 7683298
 682, 444, 7683314,O
 682, 439, 7683314,O
 682, 435, 7683330,O
 682, 431, 7683330,O
 682, 428, 7683345,O
 681, 425, 7683345,O
 681, 422, 7683361,O
 680, 420, 7683361,O
 679, 419, 7683376,O
 679, 418, 7683376,O
 679, 417, 7683392,O
 678, 417, 7683408,O
 677, 417, 7683408,O
,, 7683704,Click
 677, 417, 7683720
 677, 416, 7683782
 677, 415, 7683813
 676, 415, 7683844
 675, 415, 7683876
 675, 414, 7683891
 674, 414, 7683891
 673, 414, 7683907
 671, 414, 7683907
 670, 413, 7683922
 669, 413, 7683922
 667, 413, 7683938
 665, 413, 7683938
 664, 413, 7683954
 663, 413, 7683954
 661, 413, 7683969
 660, 414, 7683985
 660, 416, 7684000
 660, 418, 7684000
 660, 422, 7684016
 660, 426, 7684016
 660, 433, 7684032
 660, 439, 7684032
 660, 449, 7684047
 660, 461, 7684047
 660, 475, 7684063
 660, 490, 7684063
 660, 506, 7684078
 660, 526, 7684078
 660, 543, 7684094
 660, 562, 7684094
 660, 576, 7684110
 659, 588, 7684110
 659, 598, 7684125
 658, 606, 7684125
 658, 610, 7684141
 657, 613, 7684141
 657, 614, 7684156
 657, 613, 7684188
 657, 611, 7684203
 657, 610, 7684219
 657, 609, 7684219
 657, 607, 7684234
 657, 606, 7684250
 657, 605, 7684312
 657, 604, 7684328
 658, 604, 7684344
 658, 603, 7684359
 659, 603, 7684359
 660, 601, 7684375
 661, 601, 7684375
 662, 599, 7684390
 663, 599, 7684390
 664, 596, 7684406,T
 665, 595, 7684406,T
 666, 594, 7684422,T
 667, 593, 7684437,T
 667, 592, 7684640,T
 667, 591, 7684656,T
,, 7684890,Click
 667, 592, 7684890
 667, 591, 7684905
 667, 590, 7684968
 667, 589, 7684999
 667, 588, 7685014
 667, 587, 7685046
 666, 587, 7685061
 666, 586, 7685077
 665, 586, 7685092
 665, 585, 7685092
 664, 585, 7685108
 664, 584, 7685124
 663, 582, 7685139
 662, 581, 7685155
 661, 579, 7685155
 659, 575, 7685170
 656, 571, 7685170
 652, 564, 7685186
 648, 557, 7685186
 643, 548, 7685202
 637, 539, 7685202
 630, 529, 7685217
 625, 518, 7685217
 619, 508, 7685233
 615, 498, 7685233
 610, 489, 7685248
 608, 482, 7685248
 606, 475, 7685264
 605, 469, 7685264
 604, 465, 7685280
 603, 460, 7685280
 603, 457, 7685295
 603, 455, 7685295
 603, 453, 7685311
 603, 451, 7685311
 603, 449, 7685326
 604, 449, 7685326
 604, 448, 7685342
 605, 447, 7685342
 607, 446, 7685358
 609, 446, 7685373
 610, 445, 7685389
 611, 444, 7685404
 613, 443, 7685404
 614, 442, 7685420
 616, 441, 7685420
 617, 439, 7685420
 620, 437, 7685436
 621, 435, 7685451
 623, 433, 7685451
 625, 431, 7685467
 626, 429, 7685467
 628, 428, 7685482
