 105, 29, 586275812
 105, 29, 586275828
 105, 29, 586275859
 105, 28, 586277169
 105, 27, 586277201
 105, 26, 586277216
 106, 26, 586277263
 107, 26, 586277279
 108, 26, 586277294
 109, 26, 586277310
 110, 26, 586277325
 111, 26, 586277341
 112, 26, 586277341
 113, 26, 586277372
 114, 26, 586277403
 115, 26, 586277419
 116, 26, 586277419
 117, 26, 586277435
 118, 26, 586277466
 119, 26, 586277481
 120, 26, 586277513
 121, 26, 586277528
 122, 26, 586277544
 123, 26, 586277544
 125, 26, 586277559
 127, 26, 586277559
 129, 26, 586277575
 130, 26, 586277575
 133, 26, 586277591
 135, 26, 586277591
 137, 26, 586277606
 139, 26, 586277606
 141, 26, 586277622
 144, 26, 586277622
 146, 26, 586277637
 148, 26, 586277637
 150, 26, 586277653
 152, 26, 586277653
 154, 26, 586277669
 156, 26, 586277669
 158, 26, 586277684
 159, 26, 586277684
 160, 26, 586277700
 161, 26, 586277700
 162, 26, 586277715
 163, 26, 586277731
 163, 25, 586277731
 163, 24, 586277762
 164, 24, 586277949
 165, 24, 586277965
 166, 24, 586277981
 167, 24, 586277996
 168, 24, 586277996
 169, 24, 586278012
 171, 24, 586278012
 173, 24, 586278027
 175, 24, 586278027
 179, 24, 586278043
 183, 25, 586278043
 186, 25, 586278059
 189, 25, 586278059
 192, 26, 586278074
 194, 27, 586278074
 196, 28, 586278090
 198, 28, 586278090
 199, 28, 586278105
 200, 28, 586278121
 201, 28, 586278137
 201, 29, 586278152
 202, 29, 586278152
 204, 30, 586278168
 205, 30, 586278183
 206, 30, 586278183
 208, 31, 586278199
 209, 32, 586278199
 211, 33, 586278215
 214, 34, 586278215
 215, 35, 586278230
 216, 35, 586278230
 219, 35, 586278246
 219, 36, 586278246
 221, 37, 586278261
 222, 37, 586278277
 222, 36, 586278355
 222, 35, 586278480
 222, 34, 586278495
 223, 33, 586278511
 224, 33, 586278527
 226, 33, 586278527
 228, 33, 586278542
 231, 33, 586278542
 234, 33, 586278558
 239, 33, 586278558
 243, 33, 586278573
 249, 34, 586278573
 255, 35, 586278589
 261, 37, 586278589
 267, 40, 586278605
 273, 43, 586278605
 279, 46, 586278620
 284, 50, 586278620
 289, 53, 586278636
 292, 55, 586278636
 297, 59, 586278651
 302, 62, 586278651
 305, 65, 586278667
 310, 68, 586278667
 315, 70, 586278683
 320, 73, 586278683
 325, 76, 586278698
 330, 78, 586278698
 335, 81, 586278714
 341, 83, 586278714
 346, 86, 586278729
 352, 88, 586278729
 355, 89, 586278745
 360, 90, 586278745
 363, 92, 586278761
 367, 93, 586278776
 371, 94, 586278776
 374, 95, 586278792
 376, 95, 586278792
 379, 95, 586278807
 382, 95, 586278807
 385, 95, 586278823
 387, 95, 586278823
 391, 95, 586278839
 394, 95, 586278839
 396, 95, 586278854
 399, 95, 586278854
 402, 95, 586278870
 404, 95, 586278870
 407, 95, 586278885
 410, 94, 586278885
 413, 93, 586278901
 416, 92, 586278901
 418, 91, 586278917
 424, 88, 586278932
 427, 86, 586278932
 432, 84, 586278948
 436, 81, 586278948
 441, 79, 586278963
 447, 78, 586278963
 452, 76, 586278979
 458, 74, 586278979
 462, 73, 586278995
 466, 72, 586278995
 469, 72, 586279010
 473, 71, 586279010
 475, 71, 586279026
 478, 71, 586279026
 479, 71, 586279041
 481, 71, 586279041
 483, 71, 586279057
 484, 71, 586279104
 483, 71, 586279213
 482, 71, 586279213
 480, 71, 586279229
 478, 71, 586279229
 476, 71, 586279244
 473, 71, 586279244
 469, 71, 586279260
 465, 71, 586279260
 462, 71, 586279275
 457, 71, 586279275
 454, 72, 586279291
 452, 72, 586279291
 450, 74, 586279307
 448, 75, 586279307
 447, 75, 586279322
 445, 77, 586279322
 445, 78, 586279338
 444, 80, 586279338
 443, 82, 586279353
 443, 84, 586279369
 443, 85, 586279369
 444, 93, 586279416
 445, 95, 586279416
 446, 97, 586279431
 448, 101, 586279431
 449, 104, 586279447
 451, 109, 586279447
 452, 112, 586279463
 455, 117, 586279463
 457, 123, 586279478
 459, 128, 586279478
 461, 134, 586279494
 463, 142, 586279494
 465, 147, 586279509
 468, 155, 586279509
 471, 162, 586279525
 473, 168, 586279525
