 108, 36, 585046899
 108, 36, 585046977
 107, 36, 585049441
 106, 36, 585049457
 105, 36, 585049457
 102, 36, 585049473
 96, 36, 585049473
 88, 36, 585049488
 77, 36, 585049488
 65, 36, 585049504
 65, 36, 585049504
 50, 36, 585049504
 34, 36, 585049519
 14, 36, 585049519
 0, 36, 585049535
 0, 35, 585049753
 0, 34, 585049753
 0, 32, 585049769
 0, 30, 585049769
 0, 34, 585049785
 0, 45, 585049785
 0, 65, 585049800
 0, 93, 585049816
 0, 234, 585049831
 0, 292, 585049847
 0, 348, 585049847
 0, 401, 585049863
 0, 451, 585049863
 0, 496, 585049878
 0, 536, 585049878
 0, 573, 585049894
 0, 602, 585049894
 0, 631, 585049909
 0, 657, 585049909
 0, 682, 585049925
 0, 705, 585049925
 0, 727, 585049941
 0, 743, 585049941
 0, 758, 585049956
 0, 771, 585049956
 0, 781, 585049972
 0, 787, 585049972
 0, 790, 585049987
 0, 792, 585049987
 0, 790, 585050019
 0, 787, 585050019
 0, 782, 585050034
 0, 776, 585050034
 0, 769, 585050050
 0, 762, 585050050
 0, 755, 585050065
 3, 747, 585050065
 5, 738, 585050081
 9, 728, 585050081
 14, 721, 585050097
 18, 713, 585050097
 23, 706, 585050112
 28, 700, 585050112
 35, 692, 585050128
 39, 688, 585050143
 43, 684, 585050143
 46, 682, 585050159
 48, 681, 585050159
 50, 679, 585050175
 52, 678, 585050175
 53, 677, 585050190
 53, 676, 585051625
 50, 675, 585051657
 47, 674, 585051657
 44, 673, 585051672
 40, 673, 585051672
 34, 672, 585051688
 30, 672, 585051703
 26, 672, 585051703
 22, 672, 585051719
 20, 672, 585051719
 18, 672, 585051735
 17, 672, 585051797
 16, 671, 585051813
 14, 670, 585051828
 12, 669, 585051828
 11, 669, 585051844
 9, 668, 585051844
 6, 666, 585051859
 4, 665, 585051859
 2, 664, 585051875
 0, 662, 585051875
 0, 661, 585051891
 0, 663, 585052015
 0, 665, 585052015
 0, 667, 585052031
 0, 671, 585052031
 0, 674, 585052047
 0, 679, 585052047
 1, 685, 585052062
 2, 691, 585052062
 4, 696, 585052078
 6, 704, 585052078
 9, 711, 585052093
 14, 721, 585052093
 19, 730, 585052109
 27, 741, 585052109
 35, 752, 585052125
 43, 763, 585052125
 54, 775, 585052140
 67, 790, 585052140
 80, 799, 585052156
 93, 799, 585052156
 110, 799, 585052171
 127, 799, 585052171
 147, 799, 585052187
 166, 799, 585052187
 187, 799, 585052203
 206, 799, 585052203
 226, 799, 585052218
 244, 799, 585052218
 244, 799, 585052234
 244, 799, 585052234
 262, 799, 585052234
 279, 799, 585052234
 296, 799, 585052249
 312, 799, 585052249
 327, 799, 585052265
 344, 799, 585052265
 357, 799, 585052281
 374, 799, 585052281
 391, 799, 585052296
 406, 799, 585052296
 421, 799, 585052312
 434, 799, 585052327
 451, 799, 585052327
 471, 799, 585052343
 492, 799, 585052343
 511, 799, 585052359
 528, 799, 585052359
 546, 799, 585052374
 565, 799, 585052374
 584, 799, 585052390
 602, 799, 585052390
